order_date,country,device_type,traffic_source,product_category,previous_orders,avg_order_value_eur,order_value_eur,quantity,discount_rate,shipping_distance_km,review_score,risk_label
2024-11-30,France,False,Social Media,5,4,75.66,42.2,2,0.32,1167.4,4.5,False
2023-03-10,Germany,False,Social Media,3,3,38.67,28.72,3,0.32,1266.8,5.0,False
2024-09-28,Netherlands,False,Organic Search,6,1,34.95,15.42,1,0.08,484.0,4.4,False
2025-07-10,Belgium,False,Organic Search,2,0,20.98,26.03,1,0.04,520.9,3.0,True
2025-01-19,Italy,False,Social Media,4,4,69.62,61.93,4,0.34,716.1,4.0,False
2023-11-21,Netherlands,True,Direct,4,4,134.49,54.8,1,0.08,287.8,4.1,False
2023-08-24,Belgium,False,Social Media,1,7,75.37,76.41,1,0.15,734.6,4.1,False
2025-12-10,Belgium,True,Social Media,3,2,26.91,43.16,1,0.22,788.2,4.4,False
2023-11-27,Netherlands,False,Paid Ads,4,1,126.38,76.24,2,0.07,328.2,5.0,True
2025-09-30,Netherlands,False,Social Media,7,0,64.19,77.25,2,0.2,345.9,4.8,False
2025-03-28,Poland,True,Direct,5,1,74.41,91.8,1,0.03,1149.4,4.5,False
2025-05-18,France,False,Paid Ads,3,0,41.91,67.29,1,0.05,396.6,4.5,False
2023-11-28,Netherlands,True,Social Media,2,2,51.52,57.05,1,0.12,379.7,3.6,False
2025-10-24,Belgium,False,Organic Search,2,1,10.5,11.0,1,0.07,240.2,5.0,False
2025-08-04,Netherlands,False,Social Media,2,2,12.12,30.32,2,0.12,546.0,4.9,False
2025-10-27,Belgium,True,Organic Search,2,2,45.16,51.26,1,0.0,127.2,5.0,False
2024-10-27,Spain,True,Organic Search,3,2,44.71,52.71,3,0.25,950.8,4.1,False
2024-02-02,France,True,Paid Ads,5,2,55.23,28.59,1,0.2,922.1,4.9,False
2024-10-25,Italy,True,Organic Search,3,1,23.11,19.8,1,0.15,88.0,4.2,False
2025-12-07,Spain,False,Paid Ads,3,3,98.25,214.73,6,0.01,287.8,4.0,False
2025-07-13,France,True,Paid Ads,3,3,35.86,91.42,1,0.12,430.9,4.1,False
2024-01-31,Belgium,True,Marketplace,2,1,116.81,171.93,7,0.02,998.3,2.7,True
2024-11-21,Germany,False,Paid Ads,6,3,45.98,35.74,7,0.15,520.4,4.9,False
2023-06-14,Germany,False,Organic Search,4,1,127.34,120.95,1,0.18,641.4,5.0,False
2025-11-18,Belgium,False,Organic Search,3,1,21.96,46.61,1,0.1,282.2,4.1,False
2024-08-23,Germany,False,Email,0,1,53.42,127.45,2,0.14,629.6,5.0,False
2025-05-17,Italy,False,Social Media,2,1,57.06,128.7,1,0.13,412.8,4.3,False
2025-07-01,Netherlands,False,Paid Ads,1,0,28.1,49.07,1,0.16,447.1,4.3,True
2023-05-21,France,False,Social Media,4,1,32.57,22.94,2,0.12,764.1,4.5,False
2024-02-10,Netherlands,False,Direct,4,1,85.57,110.34,4,0.06,665.0,4.9,False
2024-09-05,Netherlands,True,Marketplace,5,1,53.88,31.3,2,0.13,276.7,4.9,False
2025-10-27,Germany,False,Paid Ads,3,3,17.33,30.83,3,0.0,839.6,4.1,False
2024-07-24,Netherlands,False,Marketplace,6,2,18.81,27.89,3,0.14,676.3,4.4,False
2025-07-09,Belgium,True,Paid Ads,0,1,68.16,54.94,2,0.17,1178.4,4.8,False
2024-08-03,Italy,True,Organic Search,7,6,28.4,38.33,1,0.05,185.9,4.4,False
2024-06-04,Italy,False,Direct,0,0,82.7,87.46,2,0.0,274.5,5.0,False
2025-01-20,Netherlands,True,Email,6,1,87.31,135.49,1,0.22,613.6,4.8,False
2024-09-09,Turkey,True,Paid Ads,3,0,30.04,38.91,1,0.31,733.2,4.9,False
2024-04-19,Netherlands,False,Direct,6,1,110.06,95.24,3,0.26,68.8,4.4,False
2025-11-01,Spain,False,Organic Search,7,3,42.59,35.57,3,0.06,158.7,4.0,True
2025-04-29,Turkey,False,Paid Ads,3,1,58.03,76.83,1,0.04,247.7,5.0,False
2023-09-16,Turkey,True,Paid Ads,3,3,53.25,92.13,1,0.42,517.8,4.4,False
2023-01-07,Netherlands,True,Paid Ads,1,0,56.95,103.13,5,0.13,1636.7,3.3,False
2025-12-15,Belgium,False,Social Media,5,4,24.55,34.49,1,0.08,990.5,3.6,False
2023-11-09,Turkey,False,Email,2,0,33.78,43.4,2,0.08,166.0,4.5,False
2025-09-19,Germany,False,Paid Ads,2,2,50.08,144.24,6,0.04,523.2,4.9,False
2023-06-30,France,False,Marketplace,5,1,12.76,9.2,1,0.37,16.7,4.5,False
2024-01-19,Germany,False,Social Media,2,0,51.99,72.57,1,0.04,27.2,4.9,False
2023-10-20,Netherlands,False,Organic Search,6,2,86.58,117.58,1,0.27,70.3,4.1,False
2025-04-05,Netherlands,False,Organic Search,6,6,37.31,92.06,1,0.18,74.1,4.6,False
2023-05-18,Netherlands,False,Paid Ads,5,1,43.81,32.58,1,0.12,194.5,3.7,False
2025-06-28,Turkey,True,Organic Search,7,4,93.3,166.16,3,0.08,313.6,4.1,False
2023-11-17,Spain,True,Organic Search,5,2,106.29,68.77,1,0.08,587.7,5.0,False
2025-05-02,Germany,False,Paid Ads,7,0,27.23,45.05,1,0.19,133.7,4.5,True
2024-12-17,Turkey,False,Organic Search,0,2,150.39,363.25,4,0.09,443.4,4.0,False
2025-11-27,Netherlands,False,Direct,0,1,49.75,113.48,1,0.2,733.9,4.9,False
2024-03-08,Netherlands,False,Social Media,0,3,38.65,75.89,2,0.14,766.8,4.4,False
2023-09-01,Poland,False,Organic Search,0,0,30.03,34.59,2,0.23,482.3,4.7,False
2023-03-25,Poland,False,Paid Ads,6,6,53.83,39.04,1,0.11,169.2,4.3,False
2023-08-06,Italy,False,Organic Search,0,4,41.21,27.48,4,0.01,141.0,4.9,False
2023-05-06,Netherlands,True,Direct,4,1,45.39,35.77,3,0.3,392.7,4.8,False
2023-10-27,France,False,Organic Search,7,0,18.28,23.14,1,0.2,409.3,4.5,False
2023-10-23,Poland,False,Organic Search,7,1,31.93,43.3,1,0.13,894.5,4.2,False
2024-10-18,Belgium,True,Marketplace,7,4,69.21,49.36,5,0.02,571.7,4.7,False
2025-06-10,Netherlands,True,Marketplace,6,1,12.16,16.48,1,0.16,358.8,5.0,False
2024-05-27,Netherlands,False,Email,6,0,19.74,28.3,1,0.28,747.7,3.2,True
2025-09-11,Germany,True,Social Media,6,1,62.14,52.07,1,0.05,305.4,5.0,False
2024-09-11,Belgium,False,Paid Ads,7,0,25.47,47.89,2,0.04,369.5,4.9,False
2023-07-26,Germany,True,Organic Search,6,0,41.93,13.43,4,0.31,186.1,4.8,True
2023-09-27,Spain,True,Organic Search,3,1,106.31,195.6,1,0.29,125.5,5.0,False
2025-06-11,Belgium,False,Marketplace,0,1,42.68,53.76,2,0.11,125.2,5.0,False
2023-11-03,Netherlands,True,Email,3,1,46.92,62.35,1,0.01,738.5,5.0,False
2023-08-04,Poland,True,Marketplace,5,1,38.72,16.4,1,0.4,189.3,3.2,True
2025-01-22,Netherlands,True,Social Media,5,0,28.12,18.79,1,0.22,657.1,4.1,False
2023-09-22,Turkey,False,Paid Ads,3,3,100.41,217.14,1,0.14,2062.5,4.1,False
2025-10-10,Netherlands,True,Direct,3,0,51.5,123.98,1,0.12,68.0,4.4,False
2024-01-14,Italy,False,Paid Ads,3,1,50.39,26.4,5,0.02,306.6,3.4,False
2024-06-18,Belgium,False,Paid Ads,7,1,41.94,41.52,1,0.17,602.3,4.6,True
2024-12-11,France,True,Marketplace,6,10,41.78,34.35,3,0.28,505.8,5.0,False
2023-08-05,France,True,Paid Ads,3,1,33.3,55.57,5,0.07,728.2,3.9,False
2024-12-25,Netherlands,True,Marketplace,6,3,22.24,12.28,1,0.28,175.9,4.6,False
2023-06-01,Spain,False,Marketplace,6,1,60.03,58.02,1,0.13,57.9,4.3,False
2024-12-31,Netherlands,False,Organic Search,2,2,80.43,185.31,2,0.09,382.4,4.7,False
2024-03-21,Germany,False,Email,0,0,36.47,33.3,1,0.1,579.9,4.4,True
2023-11-17,France,True,Organic Search,2,2,79.54,171.35,2,0.15,123.1,5.0,False
2025-08-26,France,False,Social Media,2,4,37.04,100.81,1,0.01,426.1,4.6,False
2025-05-13,Belgium,False,Organic Search,3,4,58.54,90.31,3,0.1,151.1,4.8,False
2024-08-18,Germany,True,Social Media,7,4,29.9,18.48,3,0.06,540.1,4.9,False
2025-06-11,Belgium,False,Organic Search,2,3,79.91,346.11,2,0.08,291.8,4.1,False
2023-06-18,Turkey,False,Paid Ads,5,0,67.46,49.62,2,0.17,397.6,4.9,False
2025-05-16,Belgium,False,Email,0,4,98.22,202.19,1,0.22,563.3,4.4,False
2023-07-30,France,True,Social Media,7,2,56.83,32.25,2,0.56,100.6,3.4,True
2023-12-02,France,False,Paid Ads,7,2,96.24,58.86,1,0.05,93.8,5.0,False
2024-09-10,Turkey,True,Organic Search,1,1,56.34,94.23,1,0.02,73.9,5.0,False
2024-12-03,Netherlands,False,Direct,6,2,50.48,38.01,2,0.04,705.1,5.0,False
2023-03-06,Netherlands,True,Direct,0,1,117.15,105.08,3,0.15,502.4,4.3,False
2025-10-11,Belgium,True,Email,5,1,71.98,69.15,1,0.04,214.5,5.0,False
2024-12-09,Poland,True,Marketplace,2,4,112.12,122.23,1,0.09,848.2,5.0,False
2023-03-23,Belgium,True,Organic Search,3,4,32.0,36.45,1,0.31,583.8,4.2,False
2025-07-01,Germany,False,Email,2,3,36.67,331.05,2,0.22,470.6,3.8,False
2023-06-08,Belgium,False,Paid Ads,4,1,70.23,41.71,6,0.06,496.7,4.2,False
2023-05-18,Spain,False,Direct,5,0,49.32,37.9,5,0.04,950.4,4.9,True
2025-01-07,Germany,True,Paid Ads,3,3,35.9,46.85,1,0.16,176.4,4.3,False
2025-04-23,Belgium,False,Email,2,2,29.98,70.76,1,0.01,389.3,4.9,False
2024-12-25,Belgium,True,Social Media,3,1,28.82,21.12,7,0.05,340.1,5.0,False
2024-12-15,Poland,True,Marketplace,6,2,69.69,43.26,1,0.04,179.2,4.6,False
2023-03-14,Netherlands,True,Direct,3,1,24.79,23.3,1,0.58,275.2,4.1,True
2024-05-24,Netherlands,False,Social Media,2,1,16.96,44.36,1,0.4,1584.6,4.2,False
2025-08-23,Turkey,False,Social Media,1,2,50.46,54.46,2,0.11,624.2,4.7,False
2023-08-09,Belgium,True,Paid Ads,5,3,9.71,17.22,4,0.03,198.8,4.8,False
2025-06-07,Netherlands,False,Direct,4,4,60.6,44.28,2,0.1,516.5,4.3,False
2025-11-11,Spain,False,Direct,4,3,68.83,61.03,1,0.3,1015.7,3.7,False
2025-12-21,Poland,True,Direct,4,0,88.25,91.6,1,0.14,454.9,4.8,False
2025-02-16,Turkey,False,Paid Ads,7,1,25.12,25.26,4,0.16,200.9,4.4,False
2023-02-22,Belgium,False,Organic Search,2,1,22.81,19.26,1,0.02,280.7,2.3,True
2025-07-09,Netherlands,False,Organic Search,2,3,23.57,81.27,2,0.07,1217.8,5.0,False
2025-02-28,Poland,True,Paid Ads,0,7,43.13,56.48,3,0.34,851.9,4.4,False
2024-09-15,Netherlands,True,Organic Search,3,1,26.24,50.04,1,0.25,313.8,4.6,False
2024-05-30,Netherlands,False,Marketplace,0,3,28.43,28.77,1,0.19,284.8,4.6,False
2025-06-20,Belgium,False,Organic Search,3,2,40.87,35.77,4,0.06,570.7,4.4,False
2023-03-01,Belgium,True,Direct,6,4,51.15,30.23,2,0.01,91.5,5.0,False
2024-03-16,Belgium,False,Paid Ads,0,3,42.17,33.72,2,0.03,132.8,4.6,False
2023-02-24,Germany,False,Organic Search,6,1,15.51,7.33,1,0.14,292.1,5.0,False
2025-06-15,Germany,False,Direct,4,4,22.69,13.43,2,0.25,222.7,4.4,False
2025-11-06,Germany,False,Organic Search,1,5,39.5,16.59,1,0.58,308.5,3.3,True
2025-04-22,Netherlands,True,Direct,5,3,56.23,56.87,1,0.06,973.7,4.6,False
2023-01-12,Spain,True,Organic Search,1,3,57.33,31.95,1,0.01,565.1,5.0,False
2025-11-17,Spain,False,Direct,3,0,74.75,116.15,1,0.02,555.2,4.2,False
2025-05-18,Netherlands,True,Direct,6,5,24.4,20.18,1,0.17,155.3,4.1,False
2025-03-26,France,True,Marketplace,6,5,176.62,134.2,1,0.0,706.3,4.2,False
2023-09-29,Belgium,False,Paid Ads,4,9,58.23,16.74,1,0.33,163.1,4.0,False
2025-10-22,Italy,True,Paid Ads,6,1,38.98,19.13,1,0.05,665.9,4.8,False
2025-01-18,Netherlands,True,Marketplace,0,2,40.76,55.45,3,0.09,196.2,5.0,False
2024-06-01,Germany,False,Email,3,2,22.76,56.35,1,0.02,452.9,4.5,False
2025-06-13,Italy,True,Organic Search,5,5,38.13,19.81,3,0.06,607.8,4.6,False
2024-06-14,Germany,True,Paid Ads,7,2,144.62,171.73,3,0.31,614.8,3.8,False
2023-12-23,Netherlands,True,Paid Ads,1,2,56.42,104.68,6,0.22,390.3,4.7,False
2024-05-27,Spain,True,Paid Ads,7,0,21.16,15.31,3,0.28,558.9,4.6,False
2024-01-08,Netherlands,True,Marketplace,3,2,100.54,51.61,1,0.25,495.9,5.0,False
2025-04-10,Germany,False,Social Media,1,2,17.96,29.37,1,0.33,1231.0,3.8,False
2025-01-31,France,False,Social Media,5,1,54.06,43.04,1,0.07,377.5,4.3,False
2024-09-17,Netherlands,False,Direct,4,0,29.73,15.64,2,0.25,521.0,3.4,True
2025-08-06,Germany,False,Organic Search,1,2,47.97,44.71,3,0.07,357.0,4.4,False
2024-02-01,Germany,True,Marketplace,6,2,30.92,29.71,7,0.06,83.3,4.9,False
2024-02-01,Netherlands,True,Direct,6,0,46.11,34.49,1,0.11,350.1,4.3,False
2023-07-29,Netherlands,True,Organic Search,1,2,88.62,140.85,1,0.05,871.0,4.3,False
2024-12-12,Netherlands,True,Organic Search,3,1,13.66,17.74,1,0.38,692.9,3.5,True
2024-06-27,Netherlands,False,Organic Search,7,3,26.05,22.95,2,0.17,388.8,3.4,False
2023-01-10,Germany,False,Marketplace,4,2,20.85,32.42,1,0.13,178.7,4.8,False
2025-01-25,Netherlands,False,Organic Search,2,0,77.17,87.77,8,0.41,1158.5,4.6,False
2023-10-31,Netherlands,True,Organic Search,3,4,33.81,25.45,1,0.07,903.2,4.0,False
2023-07-04,Italy,False,Social Media,4,5,19.03,11.02,1,0.11,305.4,4.3,False
2024-05-28,France,False,Organic Search,2,5,55.82,73.65,1,0.23,81.4,4.8,False
2024-05-26,Germany,False,Paid Ads,4,2,22.66,9.5,2,0.03,242.4,4.2,False
2024-10-04,France,False,Organic Search,3,1,58.67,160.39,1,0.11,460.4,4.4,False
2024-08-20,Netherlands,True,Social Media,6,1,65.76,104.6,2,0.15,493.3,4.5,False
2023-01-16,Germany,True,Paid Ads,6,1,62.97,44.6,3,0.12,91.7,4.2,False
2025-07-12,Spain,False,Paid Ads,1,1,81.09,72.3,2,0.09,420.8,5.0,True
2023-04-26,Netherlands,True,Direct,6,2,11.81,25.63,1,0.06,586.6,4.3,False
2023-03-10,Italy,False,Organic Search,7,0,10.03,8.15,2,0.05,677.7,5.0,False
2025-10-18,Netherlands,True,Marketplace,4,1,21.8,15.52,2,0.08,1573.8,3.8,False
2023-10-14,Netherlands,False,Marketplace,2,2,61.24,122.28,3,0.03,159.9,4.1,False
2024-10-11,Turkey,False,Marketplace,6,1,28.58,24.34,2,0.04,46.5,5.0,False
2023-03-26,Netherlands,True,Social Media,7,3,30.21,27.72,2,0.06,502.1,2.7,True
2024-12-09,France,False,Paid Ads,1,3,31.23,15.1,2,0.16,642.7,5.0,False
2024-06-04,Netherlands,False,Paid Ads,3,1,82.57,159.43,2,0.18,485.3,4.2,False
2024-04-11,Belgium,False,Paid Ads,2,0,119.87,442.75,1,0.08,229.8,5.0,False
2023-03-21,Turkey,False,Direct,0,1,22.05,32.04,2,0.27,834.6,5.0,False
2024-06-02,Turkey,False,Marketplace,6,5,73.12,28.45,3,0.01,679.2,4.9,False
2025-09-14,Spain,False,Email,6,0,36.89,20.53,1,0.07,238.9,4.6,False
2024-01-25,Netherlands,False,Paid Ads,6,0,35.21,29.67,5,0.4,258.2,4.2,False
2024-09-19,Poland,True,Social Media,7,1,25.97,16.46,3,0.12,365.0,4.7,False
2025-03-24,Germany,False,Direct,3,3,41.94,59.6,1,0.02,86.0,4.2,False
2023-01-11,Netherlands,False,Paid Ads,3,4,42.66,45.41,1,0.18,1019.7,4.8,False
2023-12-11,Netherlands,False,Organic Search,4,0,60.54,69.35,2,0.08,565.3,4.6,False
2024-12-16,Germany,False,Organic Search,5,10,49.59,29.16,1,0.01,134.0,5.0,False
2024-12-10,France,False,Paid Ads,7,4,67.8,35.74,1,0.17,1073.0,2.6,True
2025-06-07,Turkey,True,Organic Search,0,3,50.8,48.77,3,0.06,96.2,4.7,False
2024-06-19,Germany,True,Organic Search,0,1,29.59,22.58,1,0.13,532.1,4.2,False
2024-09-30,Italy,False,Social Media,5,0,28.59,13.41,2,0.02,913.6,4.1,True
2024-10-03,Netherlands,False,Organic Search,1,0,45.11,23.19,1,0.05,369.2,5.0,False
2024-09-13,Spain,False,Social Media,3,1,29.55,48.46,2,0.1,146.3,5.0,False
2023-11-21,Turkey,False,Paid Ads,7,1,29.88,32.93,1,0.34,498.0,4.2,False
2025-06-02,France,False,Paid Ads,3,2,52.63,195.01,4,0.1,456.0,4.7,False
2023-02-09,Belgium,False,Direct,4,0,75.38,59.61,2,0.25,727.3,4.6,False
2025-03-16,Netherlands,False,Organic Search,2,2,18.37,77.58,3,0.08,254.8,3.7,True
2025-06-10,Netherlands,True,Social Media,5,2,18.7,11.47,2,0.12,441.2,4.7,False
2025-08-12,Netherlands,True,Paid Ads,5,2,21.96,13.13,3,0.11,437.9,4.8,False
2025-06-09,Poland,True,Social Media,5,1,32.25,25.04,1,0.17,484.3,4.9,False
2025-02-07,Italy,False,Paid Ads,3,0,31.63,48.21,3,0.32,370.5,4.3,False
2025-04-28,Netherlands,False,Paid Ads,0,2,34.78,32.52,1,0.28,278.7,4.6,False
2024-04-12,Germany,True,Paid Ads,6,6,50.78,31.05,1,0.3,544.3,5.0,False
2024-02-24,Belgium,False,Marketplace,1,2,22.65,17.5,1,0.04,1168.1,4.5,False
2025-12-11,Netherlands,True,Paid Ads,3,1,23.03,30.03,6,0.0,1459.1,2.9,False
2024-06-30,Belgium,True,Marketplace,4,0,44.99,31.42,5,0.2,275.9,4.4,False
2023-11-15,Netherlands,True,Marketplace,3,4,69.94,118.68,1,0.17,190.9,4.4,False
2023-08-19,Belgium,False,Paid Ads,7,0,42.63,27.79,4,0.29,1248.6,4.3,False
2025-08-15,Netherlands,False,Organic Search,7,3,41.77,27.86,2,0.13,292.6,3.9,False
2025-07-30,Belgium,False,Organic Search,0,2,39.2,20.65,1,0.02,596.9,4.2,False
2025-11-17,Netherlands,False,Paid Ads,5,3,20.16,15.41,2,0.36,1672.0,3.5,True
2023-01-05,Italy,False,Paid Ads,6,2,58.8,72.53,1,0.01,435.8,4.9,False
2025-11-06,Turkey,True,Social Media,7,8,10.36,8.61,1,0.09,499.4,3.6,True
2024-12-04,Spain,False,Marketplace,1,1,31.07,65.47,1,0.15,247.2,4.7,False
2025-04-09,Netherlands,True,Paid Ads,3,0,18.06,12.94,1,0.14,538.9,4.8,False
2025-03-15,Poland,False,Direct,1,1,35.96,19.94,1,0.09,329.2,2.8,True
2023-09-18,Belgium,False,Organic Search,2,3,30.5,44.42,1,0.14,185.3,4.7,False
2024-11-10,Netherlands,True,Paid Ads,6,2,67.21,44.82,1,0.26,313.9,5.0,False
2024-08-07,Belgium,False,Social Media,2,5,54.82,199.77,1,0.31,468.5,4.3,False
2023-05-28,Germany,True,Paid Ads,7,1,89.23,113.65,1,0.16,596.7,3.1,True
2025-12-24,Netherlands,True,Paid Ads,5,0,13.75,5.17,1,0.03,370.8,4.9,False
2023-06-30,Italy,True,Social Media,3,2,54.39,95.12,1,0.06,221.5,4.0,False
2023-05-27,Netherlands,True,Marketplace,5,1,44.83,86.88,1,0.17,526.8,4.8,False
2025-01-20,Netherlands,True,Paid Ads,1,0,56.37,42.11,1,0.15,544.2,3.3,False
2023-12-25,Italy,True,Paid Ads,2,3,18.74,23.54,4,0.07,50.2,4.6,False
2023-11-10,Netherlands,False,Organic Search,5,2,65.91,42.52,7,0.1,20.0,4.8,False
2025-01-05,Germany,False,Email,1,4,51.2,71.59,1,0.16,326.7,3.9,False
2024-03-14,Netherlands,True,Organic Search,7,0,53.41,39.77,1,0.43,73.2,4.7,False
2024-04-09,Turkey,True,Direct,3,1,31.13,35.33,1,0.16,478.8,4.2,False
2024-12-16,Netherlands,True,Paid Ads,2,1,15.89,20.67,2,0.05,871.5,4.0,False
2025-04-30,Germany,False,Organic Search,5,4,102.85,65.31,1,0.01,158.0,4.6,False
2024-02-06,Netherlands,True,Organic Search,2,3,10.89,40.04,3,0.04,925.5,3.3,True
2025-02-09,Netherlands,False,Social Media,1,0,32.1,41.35,2,0.27,493.3,4.4,True
2024-09-30,Belgium,False,Direct,7,6,61.82,90.73,1,0.19,656.3,5.0,False
2024-07-06,Spain,False,Social Media,7,0,8.76,10.56,4,0.11,792.7,4.7,False
2024-02-01,Belgium,True,Organic Search,5,3,35.2,20.31,6,0.09,543.3,5.0,False
2025-02-22,Belgium,False,Direct,7,0,51.72,36.72,1,0.23,334.9,5.0,False
2024-05-08,France,False,Marketplace,2,4,125.22,334.25,2,0.2,471.3,4.8,False
2023-02-27,Poland,False,Social Media,3,1,13.29,17.34,3,0.12,581.0,4.8,False
2024-01-22,France,False,Email,7,0,30.38,44.04,1,0.37,642.9,2.8,True
2025-02-17,France,True,Organic Search,5,0,45.69,47.35,3,0.13,835.2,5.0,False
2023-05-13,France,False,Paid Ads,6,1,40.87,25.56,6,0.17,300.2,5.0,False
2024-01-14,Netherlands,False,Email,7,5,15.09,9.44,2,0.13,529.8,3.3,True
2024-03-08,Netherlands,False,Marketplace,2,2,136.09,335.72,1,0.08,62.7,4.7,False
2025-05-02,Netherlands,False,Social Media,7,0,139.42,187.88,2,0.01,539.1,4.3,False
2023-02-04,Netherlands,False,Direct,7,3,45.1,70.97,1,0.05,118.2,4.8,False
2024-04-01,Netherlands,False,Paid Ads,1,4,32.14,28.39,1,0.25,650.3,3.7,False
2025-10-22,Netherlands,False,Organic Search,7,2,66.85,37.21,1,0.01,326.3,5.0,False
2025-02-21,France,True,Social Media,7,3,51.16,47.49,5,0.07,346.2,4.9,False
2025-04-28,Belgium,False,Social Media,3,2,56.87,100.24,2,0.19,41.5,4.1,False
2025-08-04,Netherlands,False,Organic Search,3,2,48.11,61.48,2,0.13,511.9,5.0,False
2024-07-10,Netherlands,False,Social Media,6,0,70.78,40.95,1,0.1,752.4,4.4,False
2025-08-05,Netherlands,False,Marketplace,2,0,77.8,124.3,4,0.24,877.3,5.0,False
2024-02-01,Spain,False,Organic Search,3,0,12.87,31.42,1,0.03,738.3,4.7,False
2023-10-02,Belgium,False,Social Media,7,0,96.18,222.16,8,0.14,72.7,3.4,True
2023-05-02,Netherlands,False,Social Media,2,3,110.17,234.53,3,0.12,95.0,4.7,False
2024-02-20,Netherlands,False,Social Media,0,3,55.74,109.07,3,0.09,532.2,5.0,False
2025-03-04,Netherlands,False,Marketplace,6,1,25.84,14.28,1,0.24,440.5,4.3,False
2025-05-19,Germany,False,Paid Ads,1,0,49.84,46.97,1,0.17,1298.7,3.6,False
2025-01-04,Spain,False,Paid Ads,7,12,45.44,40.48,3,0.17,480.6,4.3,False
2023-01-08,France,False,Marketplace,7,1,55.3,46.19,1,0.04,1211.1,5.0,False
2025-03-26,Belgium,False,Paid Ads,7,5,93.97,76.99,1,0.26,835.2,4.3,False
2024-07-06,Germany,False,Social Media,3,0,17.29,35.55,1,0.26,233.1,2.6,True
2023-10-14,Netherlands,False,Social Media,3,3,20.19,36.98,3,0.22,155.2,4.9,False
2024-05-17,Spain,False,Direct,1,5,14.37,9.48,1,0.25,222.7,4.7,False
2023-08-04,France,False,Email,5,1,36.4,12.92,2,0.02,685.3,4.8,False
2025-05-13,Netherlands,False,Organic Search,2,2,60.38,108.46,3,0.14,724.0,5.0,False
2023-07-25,Turkey,True,Paid Ads,7,2,38.52,64.98,1,0.13,569.4,3.4,False
2023-07-02,Netherlands,False,Social Media,5,0,35.77,15.16,1,0.13,147.3,4.6,False
2023-03-10,Germany,False,Paid Ads,3,1,26.41,36.97,4,0.06,303.7,4.2,False
2023-01-16,Germany,False,Email,7,0,62.13,60.43,1,0.35,790.3,4.8,False
2024-10-21,Netherlands,False,Social Media,3,8,30.03,22.49,1,0.41,361.0,5.0,False
2025-10-20,Belgium,True,Direct,7,0,41.68,39.45,6,0.12,932.8,4.5,True
2024-11-09,Spain,False,Paid Ads,3,5,74.56,130.25,1,0.13,683.8,4.7,False
2023-11-25,Poland,False,Organic Search,6,0,73.07,63.49,1,0.15,300.4,3.9,False
2023-12-20,Germany,True,Organic Search,0,0,36.7,69.29,3,0.01,754.2,4.6,False
2025-12-24,Poland,False,Direct,7,2,39.5,24.4,2,0.28,893.3,4.9,False
2024-12-04,Germany,False,Social Media,2,1,46.18,152.11,3,0.15,263.3,2.9,True
2023-06-17,France,True,Paid Ads,7,1,42.25,32.26,1,0.11,677.5,4.8,False
2023-10-06,Netherlands,False,Paid Ads,0,3,134.12,160.04,6,0.03,447.3,4.6,False
2025-05-30,Belgium,True,Organic Search,7,1,48.2,30.05,1,0.16,128.5,4.5,False
2024-01-25,Germany,False,Social Media,5,0,39.81,55.77,1,0.02,1163.3,4.9,False
2023-05-21,Netherlands,False,Marketplace,0,0,52.04,60.44,1,0.06,168.2,4.7,False
2023-06-09,Germany,True,Direct,2,6,72.65,252.46,2,0.27,234.3,4.7,False
2024-02-20,Turkey,False,Organic Search,6,4,35.38,38.97,1,0.18,273.1,5.0,False
2024-12-12,Netherlands,False,Email,2,1,21.08,87.15,1,0.24,673.8,4.7,False
2023-09-26,Belgium,False,Email,7,5,123.79,62.74,1,0.44,154.1,4.7,False
2024-11-27,Turkey,False,Marketplace,3,1,23.86,29.88,4,0.09,445.2,4.7,True
2023-12-16,Italy,True,Direct,5,5,30.9,17.99,1,0.04,288.3,4.0,False
2025-11-17,Italy,False,Direct,7,0,10.82,17.44,1,0.3,470.9,4.1,False
2024-04-28,Poland,True,Paid Ads,7,3,37.58,15.9,1,0.24,1388.3,4.5,False
2024-10-01,Poland,True,Direct,2,0,34.12,51.51,1,0.15,343.1,4.3,False
2025-12-13,Netherlands,False,Organic Search,5,1,12.4,7.64,3,0.03,1458.3,3.6,False
2025-02-04,Belgium,True,Paid Ads,3,3,31.41,65.87,7,0.2,2062.0,4.1,True
2023-06-28,Spain,True,Paid Ads,5,1,56.04,48.97,2,0.07,213.0,5.0,False
2025-09-07,Poland,True,Social Media,5,1,37.7,32.34,2,0.19,530.4,4.2,False
2024-10-19,Turkey,False,Paid Ads,5,2,31.48,25.77,2,0.52,269.3,5.0,False
2024-08-11,France,False,Email,2,0,77.58,129.98,1,0.44,346.8,4.5,False
2024-12-09,Netherlands,False,Organic Search,2,3,47.36,121.52,5,0.08,541.1,4.0,False
2023-07-03,Netherlands,False,Social Media,4,4,21.22,28.12,1,0.25,172.3,4.5,False
2024-09-06,Turkey,True,Email,5,6,58.84,30.38,2,0.07,387.3,5.0,False
2025-07-23,Belgium,True,Email,4,1,43.58,25.11,3,0.01,592.9,5.0,False
2024-03-19,Turkey,False,Direct,2,3,30.42,26.48,1,0.22,65.0,4.6,False
2025-05-14,Spain,True,Paid Ads,4,2,43.92,62.04,6,0.05,271.7,3.9,True
2025-04-19,Netherlands,True,Paid Ads,3,2,65.33,98.69,1,0.17,564.6,4.8,False
